Match Name,Match ID,Player ID,Player Username,Team Name,beatmap ID,Map Name,Mod Used,Star Rating,Score,Accuracy,Combo,Max Combo,Player Rank,Player PP,Player playcount,Aim Difficulty,Speed Difficulty,300s count,100s count,50s count,Miss Count
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,125448,Pure Ruby,,5.84264,422169,89.33%,467,850,6599,8433.42,81562,2.31266,3.13797,562,79,18,3
MRC: Qualifier Lobby L19,103614097,9777775,Tiger Woods,PGA Tour Champions,3604780,Hi wa Mata Noboru kara,,4.45258,444872,88.64%,762,1210,11621,7597.95,116099,2.31829,1.89432,705,129,6,5
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,3604780,Hi wa Mata Noboru kara,,4.45258,723141,97.83%,834,1210,6599,8433.42,81562,2.31829,1.89432,820,18,4,3
MRC: Qualifier Lobby L19,103614097,9777775,Tiger Woods,PGA Tour Champions,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,213140,88.09%,351,1478,11621,7597.95,116099,1.98972,2.29224,786,142,16,5
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,1319822,Colors -sasakure.UK Futurelogic Remix-,,4.49929,432866,93.50%,629,1478,6599,8433.42,81562,1.98972,2.29224,859,82,6,2
MRC: Qualifier Lobby L19,103614097,9777775,Tiger Woods,PGA Tour Champions,3335524,EOS,,4.23177,574846,92.14%,542,823,11621,7597.95,116099,1.79658,2.20561,441,50,7,0
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,3335524,EOS,,4.23177,1083952,96.59%,821,823,6599,8433.42,81562,1.79658,2.20561,473,23,2,0
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,2279885,Hotohashiru,,5.65755,545590,98.62%,823,1642,6512,8455.1,29250,2.89526,2.48388,1043,12,2,5
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,2279885,Hotohashiru,,5.65755,224184,90.98%,413,1642,6599,8433.42,81562,2.89526,2.48388,927,114,7,14
MRC: Qualifier Lobby L19,103614097,19606212,[darkness],PGA Tour Champions,2643263,LEMONS feat. kennedi,,4.58903,612859,98.43%,424,701,6512,8455.1,29250,2.46422,1.81649,519,8,0,3
MRC: Qualifier Lobby L19,103614097,7174947,MrBostin1325,PGA Tour Champions,2643263,LEMONS feat. kennedi,,4.58903,451624,92.58%,428,701,6599,8433.42,81562,2.46422,1.81649,473,53,0,4
